id,River,Country,Subregion,AreaKM2,Long,Lat,WWF_Realm,WWF_Biome,Inland,Human_footprint,Population,HANPP,Flow_disruption,Attainable_yield,Food_calories,Food_area,Food_value,Nonfood_calories,Nonfood_area,Nonfood_value,Feed_calories,Pasture_area,Aquaculture,Fish_river,Fish_marine,Oil_area,Discharge,Water_available,Water_withdrawal,Water_quality,Sediment,River_flood,Coast_flood,Navigable_water,C_soil,Soil_C_density,Soil_CEC,Soil_N,Soil_water,Soil_loss,Pollination_supply,Alpha,Bdiv_intactn_abund,Bdiv_intactn_richn,Amphib_richn,Bird_richn,Mammal_richn,Marine_animal_richn,Marine_plant_richn,Plant_richn,Seabird_richn,Amphib_unthrtnd,Bird_unthrtnd,Mammal_unthrtnd,Marine_unthrtnd,Seabird_unthrtnd,Forest_cover,Wetlands,NPP_pot,NPP,C_veg_pot,C_veg
46,Rusakova,Russia,Eastern Europe,64.899,162.0478003,58.34854945,Palearctic,Boreal Forests/Taiga,0,4.12582927,0.09651888,0.01494463,0,0,0,0,0,0,0,0,0,0,0.479699999,0.529600024,0.336873681,0,2.109999895,351260227,13200,675.6027626,0.004795343,9.891927075,3.114872611,0.556798522,96.04310345,638.4935867,64.72969121,8.149999619,22,40.72555081,0,0.974339585,0.847759762,0.925147395,1,107.5,22.76388889,123,0,539.6,10.99814731,1,0.953488372,1,0.929247007,1,0.016755255,179.1044776,379.5625,379.5625,9.25,204.8387097
47,San Juan (Peru),Peru,South America,108.985,-76.11458831,-13.48530474,Neotropic,Deserts and Xeric Shrublands,0,13.84629654,116.1319229,0,0.468800008,7.851740599,10395770555,3566.491371,2441.422177,1705075681,943.7698276,2767.499708,2069405399,0.02676203,0.527284215,0,0.211202013,0,2.2141886,204035379.7,89713800,673.36476,0.699492461,10.2304191,3.141273397,0.20313267,49.19908142,243.6325273,14.82219061,0.321925919,9.066666667,28.95452677,0.958797588,0.828888452,0.62971637,0.620071802,0,127.2649002,25.37410072,593.0188735,14.06117798,1595.3,24.19915103,1,0.990760354,0.880925809,0.894013841,0.746287884,1.18E-09,0,49.57897772,291.3299367,2.411983348,234.1880342
48,Piura,Peru,South America,36.939,-80.85729165,-5.555828396,Neotropic,Mangroves,0,5.04353763,13.18165523,0,0,96.84963226,6447983.5,185.5758657,3429.045634,1006993.375,59.97346683,1272.105233,488.4872742,0.032136623,0.5555,0,0.333257754,19.42257995,0.4,8706875.044,2548810,678.0240277,0.000200935,9.677460046,3.138574846,1.124682622,48.76652256,213.5429864,15.42986425,0.319999993,9,39.48097979,1,0.882984042,0.712222544,0.787234258,0.14893617,155.0789122,39.89361702,654.2758711,12.39408893,1035.6,24.05892919,1,0.97420668,0.977272727,0.883587904,0.748775316,1.31E-10,0,13.12045836,52.41858727,0.091387062,243.2432432
49,Guayas,Ecuador,South America,431.492,-79.87232892,-2.560112993,Neotropic,Mangroves,0,0.628695625,857.0382927,0.131523629,0.451435633,20.06079145,41201268,9.419999862,272.7599976,72613176,0.120000005,281.6,133286920,0.042425657,0.950688875,0.776228844,0.121569385,0,35.75760558,1127648977,608943000,677.3750267,5.75E-07,9.817738379,2.823926447,2.112769778,36.28599393,490.9125323,24.70146258,0.930000007,16,39.97459139,0,0.772340544,0.844193824,0.835308812,0.247035573,263.25,18.8715415,441.5,9.5,3699.1,17,0.662944806,0.961063628,0.978201635,0.895973749,0.764705882,0.007714097,415.8415842,674.125,647.0764567,0.25,4688.073394
50,Cayapas,Ecuador,South America,160.385,-78.98609396,1.20199337,Neotropic,Mangroves,0,3.019293191,55.80339698,0.162087172,0,46.89329317,537255319.9,258.7500122,314.5,209020508.8,339.7500122,1411.5,218727536.7,0.243863728,0.859300017,0.595000029,0.285701153,0,8.68999958,3248611782,8042234,674.3135639,0.000653382,10.18718914,2.680006954,3.010930472,43.22439011,613.0620915,26.40102708,0.930000007,16,40.52171139,1,0.950466752,0.890328644,0.830494008,14.703125,313,79.10416667,502,11,4672.6,16.63201228,0.949097447,0.96485623,0.969026549,0.874190345,0.890812602,0.044003967,616.3522013,1048.3125,996.9329834,0,7135.97561
51,Guapi,Colombia,South America,245.421,-77.84654526,2.629230404,Neotropic,Mangroves,0,4.047674389,13.11349714,0.082374856,0,0,1230532096,29.19999924,905.7500305,58101840,0.5,255.3000031,76600152,0.155306064,0.716499984,0.683899999,0.064157267,0,12.60999966,1530755219,2148742,673.5281766,0.000475562,10.15133373,2.477354188,0.530421347,31.97806463,925.9099643,24.55146857,0.904126963,10.8015873,40.68869735,1,0.931191385,0.869270121,0.775626101,22.80622837,328.5,111.8200692,353.7337458,8.169569112,4169.4,18,0.966666667,0.97869102,0.961832061,0.892344695,0.888888889,0.059626616,128.5140562,1063.409729,1004.092651,96.5,7661.836735
52,Tapaje,Colombia,South America,264.732,-77.99998013,2.595592108,Neotropic,Mangroves,0,3.999999935,12.76783556,0.132123196,0,0,1785235968,199.9500008,1418.949966,111498232,96.64999962,1027.450012,139092448,0.170535773,0.716499984,0.683899999,0.065360132,0,12.60999966,1530755219,2148742,672.1350025,1.17E-05,10.22225598,2.507483874,0.365380872,64.02269675,808.3096317,22.7776204,0.523478242,6.043478261,40.65780534,1,0.955331113,0.816171707,0.673318028,21.21359223,290,103.3559871,499.4092007,10.02380208,4169.4,18.00165305,0.963414634,0.97816092,0.961038961,0.906237969,0.888899092,0.048995905,290.1960784,1053.986084,954.9400482,96.5,8319.702602
53,Patia,Colombia,South America,250.58,-78.34029219,2.550563855,Neotropic,Mangroves,0,4.208333281,26.37731119,0.01750638,0,18.06999969,483476353.3,13.62733203,1329.324525,42604725.99,0.837309859,458.577773,44317628.43,0.091978354,0.673399985,0,0.067369334,0,7.440000057,0,7691961,676.1043917,0.087411716,10.15354039,2.08061101,1.267450072,91.74785541,492.3430056,24.34820269,0.582156843,6.77254902,40.72827803,0,1.004346132,0.793300934,0.588573401,20.32885906,259.0043599,95.47986577,523,9.5,4169.4,18.79515456,0.964108168,0.980899875,0.959387265,0.888069493,0.893589595,0.015904319,770.3349282,1051.458252,1039.356445,0,6109.765625
54,Sierpe,Costa Rica,Central America,147.591,-83.57165857,8.836796712,Neotropic,Mangroves,0,3.464324102,4.16587979,0.185127382,0,17.68499947,547588912,186.1500015,1165,93627552,16.55,12660.34998,14170636,0.202898841,0.8475,0,0.174957428,0,6.1,624544372.4,115995400,674.9363004,0.853497116,10.13185919,3.140346313,2.131965149,89.09033379,380.5815412,24.19578853,1.399999976,17,39.87397429,0,0.78348906,0.78827541,0.725334491,31.05202312,398.3333333,89.67630058,1614.335001,32,4273.6,16.24407776,0.936170213,0.984100418,0.963888889,0.842905834,0.876878206,0.056032744,734.1040462,1261.569417,1173.81543,128.6666667,12634.43709
55,San Juan (Colombia),Colombia,South America,528.798,-77.41939405,4.191114399,Neotropic,Mangroves,0,3.51708427,17.6441375,0.160333905,0,0,178939936,50.85000038,960.6500244,25943040,0,0,51550140,0.033161642,0.876100004,0,0.070458316,0,74.87999725,0,20101700,670.4868554,2.923224681,10.08164777,3.08539345,1.310576575,88.73449638,787.0948706,20.28306815,0.519999981,6,40.6832626,0,0.985254203,0.778685247,0.685002229,30.1280389,315.25,101.184765,437.2147869,6.614109139,3735.495839,16.97214927,0.978021978,0.984932593,0.97037037,0.860991076,0.882159886,0.070242109,187.3990307,997.7395935,896.970459,115.8,10288.34862
56,Naya,Colombia,South America,179.935,-77.45931805,3.279996661,Neotropic,Mangroves,0,4.643356632,63.44032378,0.11773912,0,0,0,14.64667811,9367.15242,0,0,0,0,0.245582806,0.734799981,0,0.0754844,0,13.31999969,543748434.3,17216340,670.2103415,0.002690016,10.2181275,3.10692827,0.891215006,67.48737986,843.4218543,22.9705298,1.03976606,12.49707602,40.70181317,1,0.979855359,0.801107487,0.713332836,23.86057692,333,105.9903846,642.9142499,14.51210615,4720.1,17.61361451,0.939393939,0.978978979,0.962546816,0.874190345,0.886451472,0.076416178,625,1091.069552,1005.058487,112.5898646,9901.648352
57,Atrato,Colombia,South America,299.45,-76.94171156,8.055487419,Neotropic,Mangroves,0,4.125693748,43.38675279,0.177940468,0,125.864178,837920640,50.82000046,840.5399902,36559.48828,0,0,31278624,0.045094438,0.85967312,0.820326285,0.00329567,0,79.34647634,89215764017,121497450,674.6062224,0.015757761,9.927529861,3.14014867,1.847019549,58.00696156,460.6432334,35.64141005,13.32999992,40,40.53160892,0.853261956,0.89491324,0.803983908,0.737736768,31.68481375,444.6,139.6991404,1304.382096,29.03313315,4278.404265,12.06507227,1,0.98065677,0.977363515,0.851472685,0.897615463,0.044383943,874.2138365,1078.606486,958.651591,154.4,12677.30159
58,Manzanares,Venezuela,South America,38.569,-64.14315023,10.45546871,Neotropic,Mangroves,0,32.88529266,236.6625564,0.296052158,0.838199973,0,0,161.3999939,1859.400024,0,48.59999847,78.80000305,0,0,0.1796,0,0.051970225,0,0.639999986,52252100,14674250,671.3201941,12.35744788,9.868647096,3.141273397,0.460242526,31.30112028,224.2270195,18.00417827,0.400000006,15,34.58892032,0,0.977478206,0.660075232,0.577781255,12.70454545,406.1381921,147.25,2980.48516,63.44417071,2238.6,12,1,0.98731262,0.961183483,0.844583824,1,0.000277339,727.2727273,766.527771,606.206665,0,145.2380952
59,Essequibo,Guyana,South America,630.647,-58.48724195,6.877382331,Neotropic,Tropical and Subtropical Moist Broadleaf Forests,0,6.984332159,62.32915307,0.153719475,0,123.835905,7417590976,337.9875088,903.1999969,1741806660,59.92499928,1003.362495,2189353582,0.134964543,0.301482679,0.727716625,0.041995656,0,78.05440338,1278691441,21793600,677.8011729,0.002205873,10.09401922,2.460776009,2.357025617,22.58211964,774.1625278,23.84859155,3.968443034,15.41317365,36.41749194,0.736601824,0.876731724,0.727763173,0.63673507,6.080645161,519.8571429,40.58736559,1169,29,3624.814413,15.28109942,1,0.983511954,0.969124134,0.905651949,0.934559682,0.007344517,72.28915663,1083.171305,919.1789958,24.125,2334.98452
60,60,Venezuela,South America,398.182,-62.90202764,10.44444598,Neotropic,Mangroves,0,4.201927481,13.85460331,0.065290725,0,170.1883721,1397806911,16.97499943,871.7750168,304541922.5,14.60000038,644.5999756,347797425.9,0.001036702,0.342290036,0.028213812,0.015086489,25.32223142,2.967113474,151665837.5,51349060,674.2554529,4.43E-06,10.2223014,3.137400565,1.343769695,131.986714,452.3784575,24.2009437,4.599999905,17,40.44508348,0,0.900514377,0.776769321,0.657596806,16.11252654,435.75,150.8004246,1490.726324,34.79244475,2094,12.27482724,0.90339488,0.982214573,0.955835962,0.844914584,1,0.051339192,680.5555556,975.652771,935.6757406,144.75,7741.927711
61,Piranhas,Brazil,South America,198.095,-36.70994069,-5.12006881,Neotropic,Mangroves,0,7.188498958,157.6372914,0.159486597,0.891799986,4.795252204,60259663.7,304.7984257,1473.361902,7068668.87,29.58433398,233.9233887,4537.481899,0.147857968,0.591000021,0.229100004,0.129401187,99.99999499,2.50999999,23570087.44,1339226,671.7279468,0.040614585,8.578570145,2.555704243,1.164377003,17.04884584,255.2959604,23.92168178,0.819999993,14,40.47139803,0.979289232,0.795804,0.82172481,0.732873438,15.66666667,266.0343746,103.8787879,1547.96879,63.72604716,1920.8408,20.66138607,1,0.992482175,0.990587888,0.905225665,0.903201073,2.53E-07,883.1775701,682.6667904,646.0724201,1,1673.134328
62,Camaqua,Brazil,South America,72.159,-51.77227875,-31.23221827,Neotropic,"Tropical and Subtropical Grasslands, Savannas and Shrublands",0,1.800801516,4.160589373,0.221660985,0,156.26017,3329881191,719.7816382,1317.970882,575064461.7,92.22664847,1493.062852,1447852531,0.101403891,0.745500028,0,0.029913406,0,16.19000053,9548182495,359299000,671.5145419,0.016925179,10.04130363,3.141273397,2.236753997,34.55782819,443.0229645,20.506611,0.790000021,19,38.11358534,0.611583998,0.463681896,0.636903861,0.609145621,21.42268041,313.0391208,60.90721649,49,9,1842.2,24.29627101,1,0.972107592,0.955308132,0.875998751,0.740854429,0.013624804,990,712.2527317,661.8790418,36.54440348,9365.116279
63,Uruguay,Uruguay,South America,713.112,-58.14636673,-32.79059196,Neotropic,"Temperate Grasslands, Savannas and Shrublands",0,3.911667868,20.03074101,0.277437642,0.257355914,58.12900364,2407350715,1136.362499,556.4624977,190284545.8,43.31250024,729.6500015,963741029.3,0.337891746,0.893266927,0.939262731,0.00046367,0,168.4378412,1.75E+11,805184000,641.6397003,1.142841564,8.74961961,3.141273397,1.144122225,66.77572887,367.3746825,29.68529291,1.54506596,14.71868132,40.40117296,0.297134316,0.622663364,0.589122094,0.56819031,15.1839196,286.8571429,38.85829146,26,0,1203.904674,18,1,0.974103586,0.973293769,0.913432686,0.833333333,0.001921717,196.743555,730.5902863,663.2369537,4,1675.7259
64,Cauto,Cuba,Caribbean,215.127,-77.16394016,20.6095608,Neotropic,Flooded Grasslands and Savannas,0,5,37.74822073,0.368653306,0,135.6205175,3896810587,31.40000033,3149.799988,121689820.1,0.949999988,924.4500122,337908197.6,0.295785531,0.9225,0.9006,0.041529321,0,0.4,0,239000,671.9923489,56.74360007,9.985509333,3.141273397,0.7810795,51.93398682,401.9474912,39.94107351,0.460000008,9,40.46378937,1,0.683611874,0.615492583,0.496223659,5.669172932,191,27.21052632,2488.121929,77.32751738,1889.458773,13,0.8,0.952879581,0.92,0.845729902,0.923076923,0.001081699,1000,743.465713,601.7073287,64,3439.74359
65,Agabama,Cuba,Caribbean,19.222,-79.83997374,21.69844968,Neotropic,Mangroves,0,6.474288123,89.55701065,0.447017,0,0,0,7.699999809,3064.100098,0,8.100000381,497.6000061,0,0,0.8939,0.9004,0.150158329,0,0.62,0,7655860,675.2388583,0.001507631,10.18837334,3.141273397,2.979787622,31.08835878,324.7402597,32.68506494,1.860000014,17,37.81214009,0,0.622391999,0.613137233,0.508049814,9.16,195.7663252,30.52,3471.600372,80.50126523,1787.4,13,0.744252083,0.95569387,0.923076923,0.845729902,0.923076923,0.002679942,0,974.7639,563.58105,0,0
66,Trinity,United States of America,Northern America,126.442,-94.75736912,29.82719104,Nearctic,"Tropical and Subtropical Grasslands, Savannas and Shrublands",0,9.677325313,16.94601514,0.409237107,0.652700007,49.34028292,1409942496,34.83333397,1505.800008,329718286,1.099999984,3786.766683,680724960,0.09074038,0.849799991,0.801199973,0.060157576,99.99999575,1.100000024,8498613097,3347977300,642.1451927,2.00730026,7.810206218,3.140529065,2.015642892,119.8205128,749.3071985,42.27326914,3.269999981,16,39.86759864,0.096372611,0.604307487,0.476026286,0.459105536,24.26285714,227.2072982,42.37142857,1075.324998,28.05385841,1524.5,6.81096246,0.96462174,0.982394932,0.975435489,0.900436266,1,0.014191263,409.8837209,605.9953817,521.6252441,48,6873.333333
67,Pascaguola,United States of America,Northern America,144.426,-88.5834542,30.42684358,Nearctic,Temperate Conifer Forests,0,17.65111008,98.56673974,0.56307888,0,33.51537108,36003315.68,3.76666673,1502.299967,0,0,0,155251271.7,0.034927431,0.84009999,0.837599993,0.122633835,32.86110265,8.979999542,1921995419,99640760,674.1213391,0.198708259,9.535205418,2.884726553,1.799611301,221.8864865,1311.994458,60.93982581,1.139999986,18,39.66441711,1,0.879875246,0.65883235,0.641227098,28.34871795,209.3374875,37.82051282,734.8947319,14.47055918,1085.2,7,0.975000372,0.985669074,0.975221302,0.900247082,1,0.014253726,513.671875,626.958374,504.8403168,128,4379.532164
68,Escambia,United States of America,Northern America,54.029,-87.21669168,30.58968818,Nearctic,Temperate Conifer Forests,0,24.41952396,42.05479478,0.513518898,0,35.90253675,300342608.9,79.4511213,3778.917771,23195796,59.24411385,1784.140889,1202371558,0.013883166,0.725499988,0.691100001,0.044478096,31.4137889,1.330000043,6161019132,200235400,677.2505491,1.856663029,9.976191976,2.479995032,2.509350268,184.9710145,954.2504488,39.96768402,0.949999988,13,40.72827803,0,0.801777964,0.770781001,0.731185251,38.32394366,206.8092634,45.3943662,689.5122852,27.96602905,1335.962266,7.981381002,0.9766586,0.990329253,0.976744186,0.900247082,1,0.04180387,647.260274,599.8026499,472.6620418,128,7238.709677
69,Suwannee,United States of America,Northern America,24.359,-83.13558179,29.30152448,Nearctic,Temperate Conifer Forests,0,2.999999909,3.294455536,0.209875211,0,0,0,0,0,0,0,0,0,0,0.5791,0.4837,0.273727847,0,7.32,10065551563,1366024000,677.9795479,1.478441355,10.19713973,3.141273397,3.028080804,216.5714286,817.8184282,53.34688347,1.840000033,23,40.68988679,0,0.981776416,0.70814864,0.686068338,24.96875,205.7665279,39.375,1148.28084,33.79392449,1363,9.069459288,1,0.980565485,0.949030715,0.88147724,0.889739844,0.019606172,562.5,558.986084,505.9347534,0,5820.689655
70,Altamaha,United States of America,Northern America,443.783,-81.38610897,31.27126099,Nearctic,Temperate Conifer Forests,0,11.05670803,48.52289146,0.449307635,0.3611,31.20407581,197196050,20.16666667,1019.899984,109084050,0,0,1642809200,0,0.568099976,0.464899987,0.133715034,0,0.159999996,607806302,279994150,675.9543298,0.072494745,10.10268647,2.794038166,1.20899965,239.4510779,860.9542144,51.95451167,1.809463689,18.94290657,40.4137114,0,0.98974878,0.727254833,0.716688187,35.77124183,214.1666667,42.99346405,938.6210431,41.23584928,1136.5,13.00592629,0.973799127,0.985992218,1,0.880868785,0.846223948,0.008176523,647.4770642,599.1432484,515.4992358,42.66666667,2359.848485
71,Albany,Canada,Northern America,705.51,-81.73305285,52.27494786,Nearctic,Boreal Forests/Taiga,0,1.23993807,2.767373197,0.165994135,0.169927925,0,0,0,0,0,0,0,0,0.000510897,0.793045438,0.022293829,9.46E-06,0,33.76323347,355234825.7,2587000,676.5246995,0.160982924,10.16471494,2.926951986,0.893608082,127.6677059,775.8902092,76.26313614,16.11000061,45,40.58406525,0,0.978484528,1.00174268,0.904425358,4.989489489,107.5,29.72297297,19,0,546.3,1,1,0.981395349,0.96875,1,1,0.045366149,709.5716783,546.8888878,504.4280161,26.4,2220.221843
72,Attawapiskat,Canada,Northern America,1112.43,-82.62243431,52.88234886,Nearctic,Boreal Forests/Taiga,0,0.210966541,0,0.050781666,0,0,0,0,0,0,0,0,0,0,0.304210432,0.334302552,0,0,2.643220126,10662804277,9670000,675.2534324,0.129139329,10.14640008,3.047437346,0.786680935,125.2182485,791.4277006,79.90602902,16.11000061,45,40.71397786,0,0.985161787,0.984034821,0.933640475,3.851332398,98.92307692,31.114072,17.42092712,0,430,1,1,0.979782271,0.96875,1,1,0.054322405,743.5080843,559.83839,555.1418235,33,2839.205156
73,Severn,Canada,Northern America,76.483,-87.54555832,56.02677707,Nearctic,Boreal Forests/Taiga,0,0.258064511,0.256674289,0.126563159,0,0,0,0,0,0,0,0,0,0,0.669774644,0.0253473,3.88E-05,0,19.14534949,7058535.298,0,678.3011729,0.016564965,10.23488765,2.692385135,1.141822796,69.84170698,901.5669893,65.83647478,1.399999976,15,40.71055254,0,0.965958,0.980575126,0.963043857,0.4625,93,8.9,45.69242338,0,377.8,0,1,0.967741935,0.96875,1,1,0.001136399,733.974359,500.4846591,461.7969279,33,294.2446043
74,Stikine,United States of America,Northern America,231.163,-132.4226882,56.63362553,Nearctic,Temperate Conifer Forests,0,0.240979329,0.033676332,0.092699744,0,0,0,0,0,0,0,0,0,0,0.844666197,0.915315101,0.057055678,0,35.27337588,2359249188,17600,675.5709124,0.976991353,10.15767423,2.590896136,2.621664284,105.1498638,1052.116388,41.21973531,3.519999981,28,40.12651167,0,0.967897719,0.839213403,0.871484019,1.130612245,121,13.05102041,469.5,7,788.3273828,15.6244033,1,0.983471074,1,0.908615135,0.807992667,0.03386536,414.2710472,479.3611145,468.244873,39.5,546.2850467
75,Skagit,United States of America,Northern America,102.361,-122.4052455,48.33364237,Nearctic,Temperate Conifer Forests,0,15.29884103,20.54946455,0.424802791,0.412499994,65.87993288,14970823680,524.1999817,5381.749878,1439117952,3.150000095,346.25,1189475872,0.045929468,0.887199998,0.912599981,0.083577684,0,16.98999977,940038969.8,94897200,552.1171535,0.397756371,9.982599561,1.903097847,2.067711242,91.17307692,690.4815647,33.68435252,3.690000057,16,38.79979502,0.311451913,0.592558884,0.597692828,0.579557216,6.365168539,181.6636175,39.89325843,320.3201406,6.384020781,1272.3,12,0.886812092,0.988990641,1,0.917053752,0.833333333,0.001925612,667.6300578,614.7552278,523.9798988,372,5968.831169
76,Balsas,Mexico,Central America,71.793,-102.1739642,17.97088516,Neotropic,Tropical and Subtropical Dry Broadleaf Forests,0,26.83463963,372.8524846,0.308950819,0.7962,174.0280624,891442484.4,3319.098482,495.9837382,82525843.37,5.385372056,102.5700809,244179617.9,0.192829302,0.9491,0.9885,0.215601672,0,14.18,28838875986,83067400,617.7334105,0.191728946,6.349936443,3.141273397,1.865186706,27.30573732,321.1700508,17.80964467,0.400000006,15,40.72827803,0.008552505,0.727930248,0.72701583,0.670717819,9.918604651,267.5363752,93.02325581,2768.520245,38,1864.4,21.89015232,1,0.985626409,0.941797819,0.881930381,0.845682642,0.000409161,0,587.5111118,574.4849509,149.1702632,8228.378378
77,Hansthal,India,Southern Asia,1008.894,70.38951051,23.06515476,Indo-Malay,Flooded Grasslands and Savannas,0,7.944981294,260.2683816,0.3409212,0,58.90837616,1367524241,66.10000102,1596.933268,165196081.5,99.00000127,545.3000081,1054713254,0.00080822,0.734703841,0.493865534,0.173951057,0,0.49,227753749.7,126462000,639.6800892,303.5149311,10.05286603,2.860262737,0.460048043,19.406915,205.2632741,27.40079706,1.335201046,17.82292558,38.36460545,0.928585403,0.679531976,0.797825401,0.678288544,4.361305361,292.7,44.20512821,845.3154775,12.32161945,427.4,5.135780045,1,0.93611206,0.977628635,0.828301527,1,3.38E-12,853.0434783,409.3579102,409.2788837,0.714285714,2814.0681
78,Tanintharyi,Myanmar,South-Eastern Asia,1095.38,98.69050398,12.31971345,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,7.660243113,106.6854279,0.374744244,0,124.6344265,2835258994,2412.61,924.1999939,964348042.7,918.1300102,1162.080005,844113024,0.008220355,0.795937523,0,0.218657937,0,7.523965006,26143741059,46864600,676.1971956,5.597876927,10.12068429,2.066517549,0.464025177,60.16905668,288.0871346,18.96160846,1.100000024,12,40.51895755,0.638909358,0.819560791,0.818501566,0.79010923,18.763178,400.9090909,78.9289534,1480.60141,16.03224633,3006.736564,2.638921585,1,0.971201814,0.890497738,0.592262349,1,0.027425193,514.7569444,1000.269679,770.4384715,117.8571429,8962.774363
79,Nanliu,China,Eastern Asia,308.128,109.141173,21.65956377,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,12.99475908,497.9956736,0.632711589,0.506600022,171.1820431,59110739968,3322.65,1567.300018,4278201344,463.9249954,2041.875061,11682006016,0.013284966,0.941500008,0.815900028,0.558311349,0,8.359999657,9056278593,1424880000,655.3021762,1.97801968,9.454419986,1.587277524,1.562797119,44.58022934,275.078637,13.82153779,2.218688483,19.13114754,37.5604341,0.611765563,0.604748246,0.555514713,0.555328278,15.25647668,314,56.88341969,2421.049854,41.92176067,2249.3,7,0.951807229,0.976910828,0.941176471,0.866649359,1,1.19E-06,338.7533875,504.5879618,442.5462646,180,1521.940299
80,Yingzai,China,Eastern Asia,97.412,109.9630438,21.4636476,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,13.32246699,935.8775124,0.640204792,0.62251006,170.4159221,35446650200,4748.297565,2311.188787,2167315162,247.5598064,2524.332054,7575841759,0.42596052,0.938083485,0.802119226,0.198760157,0,6.150267359,4223016861,865509000,145.1618847,2.365721737,9.348949589,1.709800902,0.782201739,51.35831802,263.237525,14.5489022,1.289898972,17.61616162,38.48399363,0.031271579,0.504049056,0.598708819,0.592913255,15.36885246,315.1686041,46.10655738,2856.505438,47.73151768,2128.8,7,0.947368421,0.977789666,0.942595031,0.863977651,1,1.28E-06,524.5901639,769.5631301,675.9908216,45.34676193,4733.64486
81,Tapi,Thailand,South-Eastern Asia,179.058,99.29139869,9.173090763,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,17.23512283,452.6279749,0.623597652,0.507799983,117.2938021,2463474560,424.2999878,505.1999969,549616541,967.7000122,739.3999786,102925809.4,0.009013176,0.962300003,0,0.114998843,0,18.72999954,15466919363,343145000,672.7371742,3.909580641,9.832027239,3.099475473,1.509447721,79.71938776,287.0863777,18.03684211,1.529793849,14.5257732,38.81503617,0.875826512,0.549892545,0.689055122,0.663380604,20.3287037,334.4506359,88.23148148,2096.454767,30,2438.6,7.550258041,1,0.958484295,0.883985654,0.775855705,0.867554196,0.025261419,401.0152284,1053.333374,649.9826965,180,9450.549451
82,Nha Be,Vietnam,South-Eastern Asia,1042.279,106.8339102,10.53825902,Indo-Malay,Mangroves,0,10.25336886,407.7665776,0.431720959,0.404500008,149.9079403,20941552179,1274.358324,1559.258352,3542674330,210.2083317,5889.808289,850460460.8,0.001160024,0.944150568,0.919029022,0.265638289,0,25.29323334,943606790.3,410242000,655.8780875,11.07631635,9.875410778,2.646620567,0.710443939,30.45029502,263.9778769,27.37294953,0.758170009,15.47961839,38.23350266,0.135249219,0.53830992,0.759538057,0.718590877,12.53026634,342.7,59.62146893,2274,39,2050.1,9.007260472,1,0.970819959,0.898395722,0.698433997,1,0.009036236,0,886.4263916,733.1672546,49.875,3426.252319
83,Ma,Vietnam,South-Eastern Asia,477.816,105.8614997,19.88527573,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,17.02477842,1290.892626,0.383550912,0,141.0083768,50606301184,7528.328613,1159.628592,8935177643,247.6857148,2229.357125,8167263915,0.000559115,0.975199997,0.971499979,0,0,23.11000061,510001528.8,242998000,266.7392126,5.73541466,9.971039707,2.685355938,1.281112584,28.04112311,239.7887497,16.88447775,1.070000052,16,19.71815542,0.065021439,0.418966165,0.474410762,0.548467264,15.71021776,352.25,71.08040201,1954.304727,26.59612858,2394.7,7,1,0.980837473,0.954674221,0.870831907,1,9.56E-06,0,1012.327384,826.4462803,52.5,629.4797688
84,East,China,Eastern Asia,701.938,113.6557916,23.02686083,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,32.22597506,4263.02377,0.468131114,0.783443419,169.1645286,18301652992,1634.937515,4200.437469,1571369563,55.76249945,2165.650002,2597091602,0.024207981,0.985773943,0.960146705,0.077258484,0,35.10124863,36699149875,6017680000,654.7973966,2.548019278,9.203061911,1.972807221,0.999353572,39.58647721,334.7179487,16.56290064,1.357137233,17.7372549,28.2573279,0.210914654,0.594479267,0.580929561,0.54033301,20.3681257,338.25,61.92255892,1732,28.5,2003.6,8,0.954545455,0.961936438,0.9453125,0.850794524,1,8.65E-06,664.4736842,563.4583282,501.3505211,67.78125,1545.795602
85,Han Jiang,China,Eastern Asia,772.937,116.7633032,23.51520706,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,30.0197505,3745.97458,0.506431507,0.569599986,169.7567555,60313668486,2516.036343,2894.636355,5578274921,64.36363562,2916.054554,15239552440,0.00575454,0.974399984,0.917500019,0.320777248,0,15.97000027,573770247.5,163784000,611.1029256,11.5542819,9.649782763,1.960566192,1.273624277,40.60383912,233.954593,14.36832783,1.725744651,18.19946809,33.02100143,0.221438154,0.692453569,0.558671289,0.530541633,13.81624365,332.6666667,55.20913706,2814,50,2377.8,7.753705919,1,0.960921844,0.936567164,0.868591919,1,2.04E-05,0,484.4722222,476.6191372,120,1684.422404
